                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.07701,                0.98859,                0.99983,                 2.1354,               0.008548,               0.008548,               0.008548
                     25,                0.07487,                0.98738,                0.99965,                 2.1379,               0.008482,               0.008482,               0.008482
                     26,                0.06519,                0.98617,                0.99945,                 2.1384,               0.008416,               0.008416,               0.008416
                     27,                0.07403,                0.98698,                0.99945,                 2.1373,                0.00835,                0.00835,                0.00835
                     28,                 0.0664,                0.98626,                0.99977,                 2.1378,               0.008284,               0.008284,               0.008284
                     29,                0.07573,                0.98779,                0.99965,                 2.1367,               0.008218,               0.008218,               0.008218
                     30,                0.06878,                0.98853,                0.99997,                 2.1361,               0.008152,               0.008152,               0.008152
                     31,                0.06007,                0.98923,                0.99991,                 2.1351,               0.008086,               0.008086,               0.008086
                     32,                0.08036,                0.98836,                0.99997,                  2.136,                0.00802,                0.00802,                0.00802
                     33,                0.07369,                 0.9896,                0.99974,                 2.1342,               0.007954,               0.007954,               0.007954
                     34,                0.07081,                0.98868,                0.99945,                  2.135,               0.007888,               0.007888,               0.007888
                     35,                0.07927,                 0.9894,                0.99925,                 2.1345,               0.007822,               0.007822,               0.007822
                     36,                0.06783,                0.98951,                0.99919,                 2.1343,               0.007756,               0.007756,               0.007756
                     37,                0.07006,                 0.9883,                0.99971,                 2.1353,                0.00769,                0.00769,                0.00769
                     38,                0.07015,                0.98853,                0.99988,                 2.1357,               0.007624,               0.007624,               0.007624
                     39,                0.07631,                0.98908,                0.99991,                 2.1351,               0.007558,               0.007558,               0.007558
                     40,                0.07869,                 0.9898,                0.99991,                 2.1342,               0.007492,               0.007492,               0.007492
                     41,                0.06598,                0.98977,                0.99988,                 2.1343,               0.007426,               0.007426,               0.007426
                     42,                0.07336,                0.98963,                0.99948,                 2.1343,                0.00736,                0.00736,                0.00736
                     43,                0.07143,                0.98977,                 0.9996,                  2.134,               0.007294,               0.007294,               0.007294
                     44,                0.06486,                0.98983,                0.99928,                  2.134,               0.007228,               0.007228,               0.007228
                     45,                0.06922,                0.98963,                0.99888,                  2.134,               0.007162,               0.007162,               0.007162
                     46,                0.06818,                0.98989,                0.99873,                 2.1338,               0.007096,               0.007096,               0.007096
                     47,                0.07302,                0.98998,                0.99876,                 2.1337,                0.00703,                0.00703,                0.00703
                     48,                0.07239,                0.99012,                0.99876,                 2.1334,               0.006964,               0.006964,               0.006964
                     49,                0.07074,                0.99015,                0.99879,                 2.1332,               0.006898,               0.006898,               0.006898
                     50,                0.07705,                0.99018,                0.99885,                 2.1334,               0.006832,               0.006832,               0.006832
                     51,                0.07527,                0.99026,                0.99873,                 2.1333,               0.006766,               0.006766,               0.006766
                     52,                0.07297,                0.99041,                0.99882,                 2.1335,                 0.0067,                 0.0067,                 0.0067
                     53,                0.06842,                0.99044,                0.99893,                 2.1332,               0.006634,               0.006634,               0.006634
                     54,                0.06755,                0.99049,                0.99896,                 2.1332,               0.006568,               0.006568,               0.006568
                     55,                 0.0726,                0.99046,                0.99905,                 2.1332,               0.006502,               0.006502,               0.006502
                     56,                0.06888,                0.99049,                0.99908,                 2.1332,               0.006436,               0.006436,               0.006436
                     57,                 0.0774,                0.99052,                0.99908,                 2.1332,                0.00637,                0.00637,                0.00637
                     58,                0.06195,                0.99052,                0.99911,                 2.1332,               0.006304,               0.006304,               0.006304
                     59,                 0.0716,                0.99055,                0.99922,                 2.1331,               0.006238,               0.006238,               0.006238
                     60,                 0.0707,                0.99058,                0.99931,                  2.133,               0.006172,               0.006172,               0.006172
                     61,                0.06803,                0.99055,                 0.9994,                 2.1329,               0.006106,               0.006106,               0.006106
                     62,                0.07128,                0.99052,                 0.9994,                 2.1329,                0.00604,                0.00604,                0.00604
                     63,                0.06828,                0.99052,                0.99945,                 2.1329,               0.005974,               0.005974,               0.005974
                     64,                0.06702,                0.99049,                0.99948,                 2.1329,               0.005908,               0.005908,               0.005908
                     65,                0.07159,                0.99049,                0.99945,                  2.133,               0.005842,               0.005842,               0.005842
                     66,                0.06685,                0.99052,                0.99945,                 2.1329,               0.005776,               0.005776,               0.005776
                     67,                0.06108,                0.99052,                0.99945,                  2.133,                0.00571,                0.00571,                0.00571
                     68,                0.06825,                0.99052,                0.99945,                 2.1329,               0.005644,               0.005644,               0.005644
                     69,                0.06547,                0.99055,                0.99957,                  2.133,               0.005578,               0.005578,               0.005578
                     70,                0.05683,                0.99052,                0.99963,                  2.133,               0.005512,               0.005512,               0.005512
                     71,                0.06553,                0.99052,                0.99965,                  2.133,               0.005446,               0.005446,               0.005446
                     72,                0.06109,                0.99044,                0.99971,                 2.1329,                0.00538,                0.00538,                0.00538
                     73,                0.06165,                0.99044,                0.99971,                  2.133,               0.005314,               0.005314,               0.005314
                     74,                0.05698,                0.99044,                0.99974,                 2.1331,               0.005248,               0.005248,               0.005248
                     75,                0.05741,                0.99041,                0.99974,                  2.133,               0.005182,               0.005182,               0.005182
                     76,                0.06227,                0.99041,                 0.9998,                  2.133,               0.005116,               0.005116,               0.005116
                     77,                0.06209,                0.99041,                0.99983,                  2.133,                0.00505,                0.00505,                0.00505
                     78,                0.05742,                0.99041,                0.99983,                  2.133,               0.004984,               0.004984,               0.004984
                     79,                0.05783,                0.99044,                0.99986,                 2.1329,               0.004918,               0.004918,               0.004918
                     80,                0.05396,                0.99041,                0.99983,                 2.1329,               0.004852,               0.004852,               0.004852
                     81,                0.05531,                0.99041,                0.99983,                  2.133,               0.004786,               0.004786,               0.004786
                     82,                0.05373,                0.99038,                0.99977,                  2.133,                0.00472,                0.00472,                0.00472
                     83,                0.05684,                0.99038,                0.99968,                 2.1329,               0.004654,               0.004654,               0.004654
                     84,                0.05334,                0.99038,                0.99965,                 2.1332,               0.004588,               0.004588,               0.004588
                     85,                0.05449,                0.99049,                0.99965,                 2.1329,               0.004522,               0.004522,               0.004522
                     86,                0.04828,                0.99049,                0.99957,                 2.1329,               0.004456,               0.004456,               0.004456
                     87,                0.05013,                0.99049,                 0.9996,                 2.1329,                0.00439,                0.00439,                0.00439
                     88,                0.05489,                0.99052,                0.99963,                 2.1329,               0.004324,               0.004324,               0.004324
                     89,                0.04806,                0.99052,                0.99965,                 2.1329,               0.004258,               0.004258,               0.004258
                     90,                0.05034,                0.99049,                0.99968,                  2.133,               0.004192,               0.004192,               0.004192
                     91,                0.04868,                0.99049,                0.99968,                 2.1328,               0.004126,               0.004126,               0.004126
                     92,                0.05178,                0.99049,                0.99968,                 2.1328,                0.00406,                0.00406,                0.00406
                     93,                0.04407,                0.99044,                0.99971,                 2.1328,               0.003994,               0.003994,               0.003994
                     94,                 0.0532,                0.99044,                0.99971,                 2.1329,               0.003928,               0.003928,               0.003928
                     95,                0.04308,                0.99044,                 0.9998,                 2.1328,               0.003862,               0.003862,               0.003862
                     96,                0.04544,                0.99052,                0.99983,                 2.1328,               0.003796,               0.003796,               0.003796
                     97,                0.04294,                0.99052,                0.99983,                 2.1329,                0.00373,                0.00373,                0.00373
                     98,                0.04427,                0.99052,                 0.9998,                 2.1329,               0.003664,               0.003664,               0.003664
                     99,                0.04273,                0.99052,                 0.9998,                 2.1329,               0.003598,               0.003598,               0.003598
                    100,                0.04248,                0.99052,                 0.9998,                 2.1329,               0.003532,               0.003532,               0.003532
                    101,                0.04233,                0.99049,                0.99983,                  2.133,               0.003466,               0.003466,               0.003466
                    102,                0.03898,                0.99052,                0.99983,                  2.133,                 0.0034,                 0.0034,                 0.0034
                    103,                0.04085,                0.99046,                0.99986,                 2.1332,               0.003334,               0.003334,               0.003334
                    104,                0.04548,                0.99038,                0.99983,                 2.1333,               0.003268,               0.003268,               0.003268
                    105,                0.03465,                0.99032,                0.99986,                 2.1332,               0.003202,               0.003202,               0.003202
                    106,                0.03642,                0.99029,                0.99986,                 2.1332,               0.003136,               0.003136,               0.003136
                    107,                0.03596,                0.99029,                0.99986,                 2.1334,                0.00307,                0.00307,                0.00307
                    108,                0.03765,                0.99029,                0.99986,                 2.1334,               0.003004,               0.003004,               0.003004
                    109,                0.03587,                0.99029,                0.99986,                 2.1333,               0.002938,               0.002938,               0.002938
                    110,                0.03371,                0.99029,                0.99986,                 2.1333,               0.002872,               0.002872,               0.002872
                    111,                0.03359,                0.99026,                0.99983,                 2.1332,               0.002806,               0.002806,               0.002806
                    112,                0.03088,                0.99023,                0.99983,                 2.1333,                0.00274,                0.00274,                0.00274
                    113,                0.03797,                0.99018,                0.99983,                 2.1334,               0.002674,               0.002674,               0.002674
                    114,                0.02947,                0.99021,                0.99986,                 2.1333,               0.002608,               0.002608,               0.002608
                    115,                0.02984,                0.99021,                0.99986,                 2.1334,               0.002542,               0.002542,               0.002542
                    116,                0.02893,                0.99021,                0.99988,                 2.1334,               0.002476,               0.002476,               0.002476
                    117,                0.02878,                0.99015,                0.99991,                 2.1334,                0.00241,                0.00241,                0.00241
                    118,                0.02687,                0.99009,                0.99991,                 2.1334,               0.002344,               0.002344,               0.002344
                    119,                0.02699,                0.99015,                0.99991,                 2.1335,               0.002278,               0.002278,               0.002278
                    120,                0.02531,                0.99023,                0.99991,                 2.1334,               0.002212,               0.002212,               0.002212
                    121,                0.02285,                0.99023,                0.99991,                 2.1334,               0.002146,               0.002146,               0.002146
                    122,                 0.0271,                0.99023,                0.99991,                 2.1334,                0.00208,                0.00208,                0.00208
                    123,                 0.0232,                0.99023,                0.99991,                 2.1334,               0.002014,               0.002014,               0.002014
                    124,                0.02241,                0.99026,                0.99994,                 2.1336,               0.001948,               0.001948,               0.001948
                    125,                0.02486,                0.99026,                0.99994,                 2.1334,               0.001882,               0.001882,               0.001882
                    126,                0.02224,                0.99026,                0.99994,                 2.1335,               0.001816,               0.001816,               0.001816
                    127,                 0.0189,                0.99026,                0.99994,                 2.1336,                0.00175,                0.00175,                0.00175
                    128,                0.02309,                0.99026,                0.99994,                 2.1335,               0.001684,               0.001684,               0.001684
                    129,                0.01955,                0.99026,                0.99991,                 2.1338,               0.001618,               0.001618,               0.001618
                    130,                 0.0177,                0.99021,                0.99988,                 2.1336,               0.001552,               0.001552,               0.001552
                    131,                0.01646,                0.99021,                0.99988,                 2.1336,               0.001486,               0.001486,               0.001486
                    132,                0.02409,                0.99018,                0.99994,                 2.1336,                0.00142,                0.00142,                0.00142
                    133,                0.01807,                0.99018,                0.99994,                 2.1337,               0.001354,               0.001354,               0.001354
                    134,                0.01593,                0.99018,                0.99994,                 2.1338,               0.001288,               0.001288,               0.001288
                    135,                0.01848,                0.99012,                0.99994,                 2.1336,               0.001222,               0.001222,               0.001222
                    136,                0.01817,                0.99015,                0.99991,                 2.1337,               0.001156,               0.001156,               0.001156
                    137,                0.01619,                0.99015,                0.99991,                 2.1337,                0.00109,                0.00109,                0.00109
                    138,                0.01135,                0.99012,                0.99991,                 2.1337,               0.001024,               0.001024,               0.001024
                    139,                0.01247,                0.99009,                0.99991,                 2.1338,               0.000958,               0.000958,               0.000958
                    140,                0.01766,                0.99006,                0.99991,                 2.1339,               0.000892,               0.000892,               0.000892
                    141,                0.01264,                0.99006,                0.99991,                 2.1337,               0.000826,               0.000826,               0.000826
                    142,                0.01158,                0.99006,                0.99991,                 2.1338,                0.00076,                0.00076,                0.00076
                    143,                0.01319,                0.99006,                0.99988,                 2.1338,               0.000694,               0.000694,               0.000694
                    144,                0.01142,                0.99006,                0.99988,                 2.1338,               0.000628,               0.000628,               0.000628
                    145,                0.01236,                0.99003,                0.99988,                 2.1338,               0.000562,               0.000562,               0.000562
                    146,                0.01137,                0.99003,                0.99988,                 2.1338,               0.000496,               0.000496,               0.000496
                    147,                0.01211,                0.99003,                0.99991,                 2.1339,                0.00043,                0.00043,                0.00043
                    148,                0.01382,                   0.99,                0.99991,                 2.1339,               0.000364,               0.000364,               0.000364
                    149,                0.01195,                   0.99,                0.99991,                 2.1339,               0.000298,               0.000298,               0.000298
                    150,                0.01162,                   0.99,                0.99988,                  2.134,               0.000232,               0.000232,               0.000232
